entity_id,state,last_changed
sensor.tempsensor4_humidity,40.03033092611389,2025-12-31T23:00:00.000Z
sensor.tempsensor4_humidity,39.669816102216664,2026-01-01T00:00:00.000Z
sensor.tempsensor4_humidity,39.59392315380833,2026-01-01T01:00:00.000Z
sensor.tempsensor4_humidity,39.36391101270555,2026-01-01T02:00:00.000Z
sensor.tempsensor4_humidity,39.599670861808335,2026-01-01T03:00:00.000Z
sensor.tempsensor4_humidity,40.48430357003333,2026-01-01T04:00:00.000Z
sensor.tempsensor4_humidity,41.34894096473334,2026-01-01T05:00:00.000Z
sensor.tempsensor4_humidity,41.10130578737778,2026-01-01T06:00:00.000Z
sensor.tempsensor4_humidity,40.65922314990556,2026-01-01T07:00:00.000Z
sensor.tempsensor4_humidity,40.294939281625,2026-01-01T08:00:00.000Z
sensor.tempsensor4_humidity,40.089763849355556,2026-01-01T09:00:00.000Z
sensor.tempsensor4_humidity,40.15105845981666,2026-01-01T10:00:00.000Z
sensor.tempsensor4_humidity,40.02910998283333,2026-01-01T11:00:00.000Z
sensor.tempsensor4_humidity,39.9663535285,2026-01-01T12:00:00.000Z
sensor.tempsensor4_humidity,40.216109996250005,2026-01-01T13:00:00.000Z
sensor.tempsensor4_humidity,38.283779206580554,2026-01-01T14:00:00.000Z
sensor.tempsensor4_humidity,36.83766441075,2026-01-01T15:00:00.000Z
sensor.tempsensor4_humidity,35.972689957444445,2026-01-01T16:00:00.000Z
sensor.tempsensor4_humidity,39.188345984119444,2026-01-01T17:00:00.000Z
sensor.tempsensor4_humidity,38.97112278516389,2026-01-01T18:00:00.000Z
sensor.tempsensor4_humidity,39.72862869364167,2026-01-01T19:00:00.000Z
sensor.tempsensor4_humidity,40.82719430400278,2026-01-01T20:00:00.000Z
sensor.tempsensor4_humidity,42.53620734548889,2026-01-01T21:00:00.000Z
sensor.tempsensor4_humidity,40.31857400953056,2026-01-01T22:00:00.000Z
sensor.tempsensor4_humidity,39.93788512705833,2026-01-01T23:00:00.000Z
sensor.tempsensor4_humidity,39.330289819275,2026-01-02T00:00:00.000Z
sensor.tempsensor4_humidity,38.72574349022778,2026-01-02T01:00:00.000Z
sensor.tempsensor4_humidity,38.708987555724995,2026-01-02T02:00:00.000Z
sensor.tempsensor4_humidity,38.85169725929166,2026-01-02T03:00:00.000Z
sensor.tempsensor4_humidity,38.68555508415833,2026-01-02T04:00:00.000Z
sensor.tempsensor4_humidity,39.3189891925,2026-01-02T05:00:00.000Z
sensor.tempsensor4_humidity,39.72480646991944,2026-01-02T06:00:00.000Z
sensor.tempsensor4_humidity,40.81666609549166,2026-01-02T07:00:00.000Z
sensor.tempsensor4_humidity,39.04207320217778,2026-01-02T08:00:00.000Z
sensor.tempsensor4_humidity,37.73058115867222,2026-01-02T09:00:00.000Z
sensor.tempsensor4_humidity,36.64788509291666,2026-01-02T10:00:00.000Z
sensor.tempsensor4_humidity,35.90908821648889,2026-01-02T11:00:00.000Z
sensor.tempsensor4_humidity,37.01859330686111,2026-01-02T12:00:00.000Z
sensor.tempsensor4_humidity,39.315439352977776,2026-01-02T13:00:00.000Z
sensor.tempsensor4_humidity,39.53753079031667,2026-01-02T14:00:00.000Z
sensor.tempsensor4_humidity,37.707249076488885,2026-01-02T15:00:00.000Z
sensor.tempsensor4_humidity,38.39240901200278,2026-01-02T16:00:00.000Z
sensor.tempsensor4_humidity,38.146411934458335,2026-01-02T17:00:00.000Z
sensor.tempsensor4_humidity,39.44129794302222,2026-01-02T18:00:00.000Z
sensor.tempsensor4_humidity,39.8752183275,2026-01-02T19:00:00.000Z
sensor.tempsensor4_humidity,38.671942021583334,2026-01-02T20:00:00.000Z
sensor.tempsensor4_humidity,39.22595439023889,2026-01-02T21:00:00.000Z
sensor.tempsensor4_humidity,38.968564885355555,2026-01-02T22:00:00.000Z
sensor.tempsensor4_humidity,37.96682248507222,2026-01-02T23:00:00.000Z
sensor.tempsensor4_humidity,38.05243645351667,2026-01-03T00:00:00.000Z
sensor.tempsensor4_humidity,38.427936986733336,2026-01-03T01:00:00.000Z
sensor.tempsensor4_humidity,37.09810601901389,2026-01-03T02:00:00.000Z
sensor.tempsensor4_humidity,36.727755716211114,2026-01-03T03:00:00.000Z
sensor.tempsensor4_humidity,35.87319256856667,2026-01-03T04:00:00.000Z
sensor.tempsensor4_humidity,36.685007864424996,2026-01-03T05:00:00.000Z
sensor.tempsensor4_humidity,36.963085919499996,2026-01-03T06:00:00.000Z
sensor.tempsensor4_humidity,36.78472837106666,2026-01-03T07:00:00.000Z
sensor.tempsensor4_humidity,36.84879611597222,2026-01-03T08:00:00.000Z
sensor.tempsensor4_humidity,36.851116958108335,2026-01-03T09:00:00.000Z
sensor.tempsensor4_humidity,37.241065475197225,2026-01-03T10:00:00.000Z
sensor.tempsensor4_humidity,40.25783828831945,2026-01-03T11:00:00.000Z
sensor.tempsensor4_humidity,39.1071118455,2026-01-03T12:00:00.000Z
sensor.tempsensor4_humidity,39.15926753035,2026-01-03T13:00:00.000Z
sensor.tempsensor4_humidity,38.92584243603056,2026-01-03T14:00:00.000Z
sensor.tempsensor4_humidity,38.60191576888889,2026-01-03T15:00:00.000Z
sensor.tempsensor4_humidity,38.33058460401111,2026-01-03T16:00:00.000Z
sensor.tempsensor4_humidity,37.729935937616666,2026-01-03T17:00:00.000Z
sensor.tempsensor4_humidity,37.091010449552776,2026-01-03T18:00:00.000Z
sensor.tempsensor4_humidity,36.903553556474996,2026-01-03T19:00:00.000Z
sensor.tempsensor4_humidity,37.15746442825833,2026-01-03T20:00:00.000Z
sensor.tempsensor4_humidity,37.80032218702778,2026-01-03T21:00:00.000Z
sensor.tempsensor4_humidity,36.955664360386116,2026-01-03T22:00:00.000Z
sensor.tempsensor4_humidity,38.18359104051667,2026-01-03T23:00:00.000Z
sensor.tempsensor4_humidity,37.003480618869446,2026-01-04T00:00:00.000Z
sensor.tempsensor4_humidity,36.39396768186666,2026-01-04T01:00:00.000Z
sensor.tempsensor4_humidity,35.83101225489167,2026-01-04T02:00:00.000Z
sensor.tempsensor4_humidity,35.33846808645,2026-01-04T03:00:00.000Z
sensor.tempsensor4_humidity,35.095217777866665,2026-01-04T04:00:00.000Z
sensor.tempsensor4_humidity,35.06104713884445,2026-01-04T05:00:00.000Z
sensor.tempsensor4_humidity,34.58773049725,2026-01-04T06:00:00.000Z
sensor.tempsensor4_humidity,34.20015863981944,2026-01-04T07:00:00.000Z
sensor.tempsensor4_humidity,33.93694249675,2026-01-04T08:00:00.000Z
sensor.tempsensor4_humidity,34.25076598367222,2026-01-04T09:00:00.000Z
sensor.tempsensor4_humidity,34.209259451625,2026-01-04T10:00:00.000Z
sensor.tempsensor4_humidity,34.244874934916666,2026-01-04T11:00:00.000Z
sensor.tempsensor4_humidity,34.347999835483336,2026-01-04T12:00:00.000Z
sensor.tempsensor4_humidity,37.747702009183335,2026-01-04T13:00:00.000Z
sensor.tempsensor4_humidity,39.438069100602775,2026-01-04T14:00:00.000Z
sensor.tempsensor4_humidity,28.759110038305554,2026-01-04T15:00:00.000Z
sensor.tempsensor4_humidity,27.42938195695,2026-01-04T16:00:00.000Z
sensor.tempsensor4_humidity,30.586354972797224,2026-01-04T17:00:00.000Z
sensor.tempsensor4_humidity,32.73811410722778,2026-01-04T18:00:00.000Z
sensor.tempsensor4_humidity,33.16915102795278,2026-01-04T19:00:00.000Z
sensor.tempsensor4_humidity,32.03788976544167,2026-01-04T20:00:00.000Z
sensor.tempsensor4_humidity,33.059514490666665,2026-01-04T21:00:00.000Z
sensor.tempsensor4_humidity,35.88463970328611,2026-01-04T22:00:00.000Z
sensor.tempsensor4_humidity,35.488247103858335,2026-01-04T23:00:00.000Z
sensor.tempsensor4_humidity,34.86796436512778,2026-01-05T00:00:00.000Z
sensor.tempsensor4_humidity,34.85611122525555,2026-01-05T01:00:00.000Z
sensor.tempsensor4_humidity,35.03160258758611,2026-01-05T02:00:00.000Z
sensor.tempsensor4_humidity,35.284925677277776,2026-01-05T03:00:00.000Z
sensor.tempsensor4_humidity,35.16536901568889,2026-01-05T04:00:00.000Z
sensor.tempsensor4_humidity,34.96913262138889,2026-01-05T05:00:00.000Z
sensor.tempsensor4_humidity,35.88293151746111,2026-01-05T06:00:00.000Z
sensor.tempsensor4_humidity,37.80203557566667,2026-01-05T07:00:00.000Z
sensor.tempsensor4_humidity,35.81105498612222,2026-01-05T08:00:00.000Z
sensor.tempsensor4_humidity,34.69006072652778,2026-01-05T09:00:00.000Z
sensor.tempsensor4_humidity,33.746873979099995,2026-01-05T10:00:00.000Z
sensor.tempsensor4_humidity,33.13781881111111,2026-01-05T11:00:00.000Z
sensor.tempsensor4_humidity,32.644871647466665,2026-01-05T12:00:00.000Z
sensor.tempsensor4_humidity,32.25794193926389,2026-01-05T13:00:00.000Z
sensor.tempsensor4_humidity,31.87744517758611,2026-01-05T14:00:00.000Z
